粤SY392Z,113.845314,23.035465,2016-11-01 00:00:01,1554584,36,10,0,,,0,,
粤B4BB50,114.048599,22.5194,2016-10-31 23:58:47,1353841,0,0,0,,,0,蓝色,
粤B7K4S2,114.057983,22.5396,2016-11-01 00:00:00,1604856,51,315,0,,,1,蓝色,
粤B0D4W5,113.81562,22.615784,2016-10-31 23:59:59,1573762,48,333,0,,,0,蓝色,
粤B8HQ35,114.273834,22.738117,2016-10-31 23:59:59,1371770,0,48,0,,,0,蓝色,
粤SU923W,113.723083,23.037901,2016-11-01 00:00:01,1538553,0,0,0,,,0,,
粤B1A1R6黄,11.4055702,2.26332,2016-10-31 23:59:59,1655061,0,0,0,,,0,黄色,
粤BM34U9,114.094765,22.559999,2016-11-01 00:00:01,1511442,0,315,0,,,0,蓝色,
粤BT17P6,113.919785,22.523083,2016-10-31 23:59:59,1520490,0,208,0,,,0,蓝色,
粤SV442H,113.752914,23.038782,2016-11-01 00:00:01,1539139,0,0,0,,,0,,
粤B5WR39,114.118034,22.5373,2016-11-01 00:00:00,1433675,37,225,0,,,0,蓝色,
粤B4HY73,114.117851,22.565849,2016-10-31 23:59:59,1375737,0,161,0,,,0,蓝色,
粤BK0052,114.027931,22.618948,2016-10-31 23:59:57,1546568,0,0,0,,,0,黄色,
粤SY717Z,113.783081,22.75675,2016-11-01 00:00:01,1554948,43,222,0,,,0,,
粤B0ND15,113.94677,22.491533,2016-10-31 23:59:52,1432031,51,180,0,,,0,蓝色,
粤B988YZ,114.031197,22.6779,2016-11-01 00:00:00,1455893,0,0,0,,,0,蓝色,
粤B26441,114.105965,22.543484,2016-11-01 00:00:00,1473788,0,225,0,,,0,蓝色,
粤BQ4207,110.402649,19.9918,2016-10-31 00:01:10,1653838,0,270,1,,,0,黄色,
粤BK4835,114.228821,22.735884,2016-11-01 00:00:00,1238102,0,48,0,,,0,黄色,
粤BM4446,113.770554,22.733011,2016-10-31 23:59:57,1546542,0,0,0,,,0,黄色,
粤BN43F0,114.156517,22.597483,2016-10-31 23:59:37,1511539,0,0,1,,,1,蓝色,
粤B9BW01,113.939697,22.490299,2016-10-31 23:58:48,1476650,0,0,0,,,0,蓝色,
粤BQ4L39,114.103119,22.544701,2016-10-31 23:59:59,1701271,0,248,0,,,0,黄色,
粤B1BS27,114.11602,22.54785,2016-11-01 00:00:00,1340120,13,270,0,,,0,蓝色,
粤B4HK57,113.890099,22.591499,2016-11-01 00:00:00,1370211,0,256,0,,,0,蓝色,
粤B6Y5P8,113.999001,22.596251,2016-11-01 00:00:00,1673247,0,225,0,,,0,黄色,
粤B3U3R7,114.100899,22.581699,2016-10-31 23:58:47,1634337,19,0,0,,,0,蓝色,
粤BK1071,114.273834,23.172318,2016-11-01 00:00:04,1295036,0,278,0,,,0,黄色,
粤B17134,114.081665,22.536917,2016-11-01 00:00:00,1460342,30,90,0,,,1,蓝色,
粤B1NP00,113.819397,22.673901,2016-10-31 23:59:59,1399000,13,0,0,,,0,蓝色,
粤B4K2S1,113.95015,22.570633,2016-11-01 00:00:01,1604865,0,135,0,,,1,蓝色,
粤B4V4M2,113.928802,22.555201,2016-10-31 23:58:40,1569216,44,256,0,,,0,蓝色,
粤B4MS57,114.026337,22.656418,2016-10-31 23:59:59,1384695,23,54,0,,,0,蓝色,
粤B8K3S7,114.271004,22.591883,2016-11-01 00:00:01,1604848,53,270,0,,,0,蓝色,
粤BX2177,113.911987,22.57893,2016-10-31 23:59:58,1569567,0,0,0,,,0,黄色,
粤B2G3V5蓝,11.402285,2.26096,2016-10-31 23:59:59,1540014,0,46,0,,,0,蓝色,
粤BN42X7,114.040733,22.542467,2016-10-31 23:59:59,1516348,62,266,0,,,0,蓝色,
粤B562ZK,114.044441,22.532522,2016-11-01 00:00:01,1459555,52,180,0,,,1,蓝色,
粤B4HR20,114.001801,22.732651,2016-10-31 23:59:59,1372015,0,348,0,,,0,蓝色,
粤BP34G9,114.109779,22.553534,2016-10-31 23:59:59,1516841,26,353,0,,,1,蓝色,
粤BW8D47,114.125435,22.549549,2016-10-31 23:59:59,1316441,0,63,0,,,1,蓝色,
粤B0V2P3,114.052101,22.567217,2016-11-01 00:00:00,1569004,16,90,0,,,0,蓝色,
粤B3B4C1,113.898735,22.57955,2016-10-31 23:59:59,1531401,0,322,0,,,0,黄色,
粤B0UF43,113.889603,22.576517,2016-10-31 23:59:58,1428762,29,313,0,,,0,蓝色,
粤B4K1S2,114.074753,22.547382,2016-11-01 00:00:00,1608266,36,270,0,,,1,蓝色,
粤B2CP41,113.838402,22.611668,2016-11-01 00:00:01,1349933,53,315,0,,,1,蓝色,
粤B1A1R8,114.051697,22.6374,2016-10-31 23:59:59,1655004,0,0,0,,,0,蓝色,
粤BT04M7,113.869385,22.578251,2016-10-31 23:59:59,1520466,0,9,0,,,0,蓝色,
粤SYL640,113.766647,23.026251,2016-10-31 23:59:59,1293569,26,84,0,,,1,,
粤B0WK17,113.9161,22.5313,2016-10-31 23:59:59,1427947,0,0,0,,,0,蓝色,
粤B0ND68,114.122437,22.613167,2016-11-01 00:00:00,1432067,0,225,0,,,0,蓝色,
粤B3K4N7,114.10527,22.617416,2016-11-01 00:00:00,1589388,4,0,0,,,1,蓝色,
粤B1U6R0,114.113503,22.534401,2016-10-31 23:58:48,1634352,1,0,0,,,0,蓝色,
粤BJ54E0,114.028885,22.617533,2016-10-31 23:59:59,1501494,0,61,0,,,0,蓝色,
粤B4U6Y5,114.09697,22.55335,2016-11-01 00:00:00,1652188,2,70,0,,,0,黄色,
粤BJ71E2,113.918221,22.549232,2016-11-01 00:00:01,1498930,0,0,0,,,0,蓝色,
粤BR0101,113.982735,22.5359,2016-11-01 00:00:01,1730923,0,1,0,,,0,黄色,
粤BL9M18,113.916153,22.535233,2016-11-01 00:00:00,1232014,0,180,0,,,0,蓝色,
粤B3V7N2,114.227066,22.710583,2016-10-31 23:59:58,1571867,11,123,0,,,1,蓝色,
粤BM45V0,114.101379,22.547783,2016-11-01 00:00:00,1511433,0,0,0,,,0,蓝色,
粤BR2100,113.971214,22.544167,2016-11-01 00:00:00,1570232,0,0,0,,,0,黄色,
粤BR40W7,113.813736,22.623751,2016-10-31 23:59:59,1520959,0,15,0,,,0,蓝色,
粤BC5277,113.919266,22.587816,2016-11-01 00:00:00,1076794,0,45,0,,,0,黄色,
粤SJ658G,113.727333,23.052851,2016-11-01 00:00:01,1509167,0,0,0,,,0,,
粤B9NC83,114.019547,22.5317,2016-11-01 00:00:00,1432028,50,45,0,,,1,蓝色,
粤B1V3P1,114.11055,22.595133,2016-11-01 00:00:00,1568564,49,180,0,,,0,蓝色,
粤B4VW21,113.911179,22.4925,2016-11-01 00:00:00,1644774,18,20,0,,,1,蓝色,
粤B3NS53,114.095169,22.580168,2016-10-31 23:59:58,1404209,0,237,0,,,1,蓝色,
粤SW758A,113.745316,23.025433,2016-11-01 00:00:01,1542374,39,104,0,,,1,,
粤B7VW66,114.037857,22.599016,2016-11-01 00:00:01,1644466,0,310,0,,,1,蓝色,
粤BY9X47,113.863014,22.601433,2016-11-01 00:00:00,1347769,68,315,0,,,0,蓝色,
粤SX485T,113.848366,22.861584,2016-11-01 00:00:01,1550901,25,230,0,,,0,,
粤B4MX88,114.057518,22.629482,2016-11-01 00:00:00,1384734,76,90,0,,,1,蓝色,
粤BW5756,114.084732,22.57205,2016-10-31 23:59:10,1462565,0,225,0,,,0,黄色,
粤B5U9Y2,114.112495,22.606182,2016-11-01 00:00:00,1652232,20,170,0,,,0,黄色,
粤BM5018,114.069336,22.686607,2016-10-31 23:59:58,1547184,0,0,0,,,0,黄色,
粤BW5756,114.084732,22.57205,2016-10-31 23:59:25,1462565,0,225,0,,,0,黄色,
粤B2FL47,114.715401,22.991501,2016-10-31 23:59:59,1370252,0,0,0,,,0,蓝色,
粤BW5756,114.084732,22.57205,2016-10-31 23:59:40,1462565,0,225,0,,,0,黄色,
粤SV417H,113.725113,23.062883,2016-11-01 00:00:01,1539094,51,210,0,,,1,,
粤B4V4P1,113.863899,22.580799,2016-10-31 23:57:20,1570163,0,0,0,,,0,蓝色,
粤BN94Z7,114.179947,22.556499,2016-10-31 23:59:59,1515533,0,165,0,,,0,蓝色,
粤B2A2R9,113.895897,22.5637,2016-10-31 23:59:59,1655106,0,0,0,,,0,蓝色,
粤BW5756,114.084732,22.57205,2016-10-31 23:59:55,1462565,0,225,0,,,0,黄色,
粤SW711A,114.158485,22.832783,2016-11-01 00:00:01,1542436,46,216,0,,,0,,
粤B1W2U0,114.040901,22.526899,2016-10-31 23:58:48,1688993,9,0,0,,,0,蓝色,
粤BP6855,114.064934,22.652233,2016-11-01 00:00:01,1230692,0,111,0,,,0,黄色,
粤B3HX51,114.045868,22.699133,2016-10-31 23:59:59,1386891,0,152,0,,,0,蓝色,
粤SW534M,113.793762,23.030867,2016-11-01 00:00:01,1542459,31,284,0,,,0,,
粤B539VY,113.803596,22.6707,2016-10-31 23:59:58,1700245,0,0,0,,,0,蓝色,
粤B2X1G9,114.065918,22.630333,2016-10-31 23:59:59,1699569,0,260,0,,,0,黄色,
粤BP7717,113.246353,23.151533,2016-11-01 00:00:01,1323825,0,0,0,,,0,黄色,
粤SW778B,113.907181,23.105949,2016-11-01 00:00:01,1539211,63,262,0,,,0,,
粤BZ39J7,114.076202,22.548201,2016-10-31 23:58:48,1643173,0,0,0,,,0,蓝色,
粤BN07B2,114.044746,22.525734,2016-11-01 00:00:01,1506471,0,45,0,,,0,蓝色,
粤SX603R,114.134514,22.746433,2016-11-01 00:00:01,1548344,0,0,0,,,0,,
粤B698VY,113.821899,22.6581,2016-10-31 23:59:58,1502027,59,0,0,,,0,蓝色,
粤BP7132,113.894318,22.566549,2016-11-01 00:00:00,1323816,0,0,0,,,0,黄色,
粤BZ2W41,114.099403,22.558701,2016-10-31 23:59:58,1343653,0,198,0,,,1,蓝色,
粤BAC182,114.139801,22.576332,2016-11-01 00:00:01,1546116,0,0,0,,,0,黄色,
粤SW898A,113.794746,23.063101,2016-11-01 00:00:01,1542390,0,0,1,,,0,,
粤B0UE58,114.053085,22.586451,2016-11-01 00:00:00,1415255,59,315,0,,,1,蓝色,
粤B4K9S2,113.969734,22.554533,2016-11-01 00:00:01,1604861,21,135,0,,,0,蓝色,
粤BN04W0,113.911697,22.535433,2016-10-31 23:59:59,1513903,47,266,0,,,1,蓝色,
粤B2A8R1,114.111198,22.5965,2016-11-01 00:00:00,1654983,0,0,0,,,0,蓝色,
粤SW452Q,113.871048,23.145832,2016-11-01 00:00:01,1540693,6,222,0,,,0,,
粤BV9118,113.855286,23.113199,2016-11-01 00:00:00,1448863,0,245,0,,,0,黄色,
粤B3B5C7,114.028,22.614349,2016-10-31 23:59:59,1531390,3,150,0,,,0,黄色,
粤B7VW09,114.108704,22.545,2016-11-01 00:00:00,1422707,0,0,0,,,0,蓝色,
粤B4MP95,113.812599,22.626101,2016-11-01 00:00:00,1378468,0,0,0,,,0,蓝色,
