22.5257911682,113.989151001
22.5258350372,113.989242554
22.5258350372,113.989242554
22.573972702,113.843559265
22.5362663269,114.130455017
22.6550254822,114.061538696
22.6550235748,114.059623718
22.6550178528,114.059837341
22.5555286407,113.960975647
22.5235424042,113.981178284
22.5269298553,113.978042603
22.5237865448,113.977546692
22.5252227783,113.977844238
22.5416622162,113.993110657
22.5403366089,113.99369812
22.5387020111,113.993972778
22.541601181,113.992034912
22.5417232513,113.991958618
22.5402412415,113.9921875
22.5403652191,113.992164612
22.5119724274,113.947418213
22.5142383575,113.947898865
22.5123577118,113.947036743
22.5142822266,113.94757843
22.5162239075,113.947792053
22.5163288116,113.947807312
22.5177612305,113.948104858
22.51836586,113.948074341
22.5176239014,113.94934082
22.5207176208,113.949035645
22.5204238892,113.948867798
22.5203895569,113.949516296
22.519159317,113.948234558
22.5235881805,113.941337585
22.5338916779,113.950294495
22.4848403931,113.933609009
22.48919487,113.938301086
22.490524292,113.937446594
22.4900531769,113.938613892
22.4890403748,113.939292908
22.488407135,113.940330505
22.4999351501,113.935287476
22.4992980957,113.93560791
22.5085678101,113.946273804
22.485956192,113.927680969
22.4853935242,113.934883118
22.487821579,113.933120728
22.4884529114,113.918067932
22.4876842499,113.921569824
22.4858455658,113.91368103
22.5380134583,113.951416016
22.5363693237,113.951187134
22.5373363495,113.975753784
22.5431041718,113.961334229
22.6357269287,114.058036804
22.6360473633,114.059265137
22.8450927734,114.078491211
22.8069343567,114.068382263
22.8175926208,114.120376587
22.8407840729,114.157157898
22.8306789398,114.10231781
22.8449268341,114.074737549
22.8336830139,114.109359741
22.8355445862,114.143836975
22.7963504791,114.083457947
22.8011398315,114.055740356
22.8069171906,114.064331055
22.8203964233,114.106529236
22.8291053772,114.105621338
22.8223991394,114.104743958
22.7954883575,114.044128418
22.7982292175,114.156951904
22.8083629608,114.072853088
22.8199386597,114.127281189
22.7933673859,114.145591736
22.823764801,114.128219604
22.815782547,114.120750427
22.7971458435,114.143325806
22.8074398041,114.141456604
22.8238201141,114.136383057
22.8163108826,114.115692139
22.8094043732,114.141998291
22.8140926361,114.130981445
22.7890090942,114.151695251
22.8222465515,114.13533783
22.8108081818,114.159095764
22.8039054871,114.123558044
22.8070049286,114.098373413
22.7886047363,114.136611938
22.815782547,114.120750427
22.7934017181,114.142967224
22.8094043732,114.141998291
22.8164730072,114.143730164
22.797088623,114.146987915
22.8051776886,114.139945984
22.8022117615,114.128936768
22.7886047363,114.136611938
22.8101558685,114.118339539
22.8085136414,114.113395691
22.7968959808,114.13809967
22.8165187836,114.110534668
22.7972068787,114.144546509
22.8130569458,114.11882782
22.8101558685,114.118339539
22.80884552,114.118789673
22.785905838,114.135353088
22.8128547668,114.117759705
22.815196991,114.115371704
22.7943592072,114.143112183
22.8079586029,114.140304565
22.7922611237,114.148826599
22.7944831848,114.144515991
22.7994861603,114.137573242
22.8067073822,114.133987427
22.7871551514,114.1512146
22.7945156097,114.103813171
22.7938251495,114.132423401
22.8009853363,114.166969299
22.7968921661,114.128463745
22.8118991852,114.111938477
22.8222866058,114.131111145
22.7890090942,114.151695251
22.7974395752,113.943138123
22.7976322174,113.94354248
22.8568897247,114.133674622
22.8469657898,114.129508972
22.8608856201,114.127349854
22.853975296,114.150222778
22.8596763611,114.12664032
22.8654823303,114.177864075
22.8553924561,114.150413513
22.8467483521,114.158439636
22.8610210419,114.1769104
22.8510055542,114.160194397
22.8538684845,114.150375366
22.8508720398,114.160209656
22.8502235413,114.15120697
22.8488922119,114.156173706
22.8577461243,114.155258179
22.8506755829,114.15599823
22.8522663116,114.147727966
22.8577461243,114.155258179
22.8556900024,114.153190613
22.8295021057,114.155479431
22.8516483307,114.171134949
22.8352508545,114.183547974
22.8552360535,114.153144836
22.8600444794,114.155845642
22.847120285,114.131126404
22.8468589783,114.167678833
22.8512096405,114.141311646
22.856338501,114.148605347
22.845949173,114.129806519
22.6311988831,114.13760376
22.6424636841,114.130630493
22.6300144196,114.11239624
22.6272106171,114.135093689
22.6273117065,114.135169983
22.604473114,114.268409729
22.579996109,114.249687195
22.5754394531,114.246879578
22.5799865723,114.247924805
22.5801067352,114.243438721
22.5820026398,114.241516113
22.5651245117,114.225700378
22.5638084412,114.222839355
22.5650501251,114.220420837
22.591966629,114.233467102
22.5917224884,114.235061646
22.5916213989,114.234069824
22.5916442871,114.234550476
22.5910301208,114.234771729
22.5911026001,114.234733582
22.5907096863,114.23500061
22.5861949921,114.236747742
22.5874004364,114.237785339
22.5869903564,114.237327576
22.5862560272,114.246025085
22.5883693695,114.248672485
22.5852642059,114.247596741
22.5852203369,114.247406006
22.5834980011,114.252868652
22.5826950073,114.244445801
22.5630683899,114.231887817
22.5663566589,114.241134644
22.571182251,114.243888855
22.5701351166,114.245651245
22.6566677094,114.063926697
22.7358226776,113.866233826
22.6539535522,114.053886414
22.6443939209,114.057235718
22.6444263458,114.061233521
22.6378669739,114.058418274
22.6410541534,114.064422607
22.633102417,114.064971924
22.725687027,113.800666809
22.7260742188,113.798965454
22.7254581451,113.807014465
22.7220993042,113.799850464
22.7336044312,113.80052948
22.7264518738,113.796913147
22.7260742188,113.798965454
22.725687027,113.800666809
22.7285633087,113.795394897
22.7273139954,113.783477783
22.7267417908,113.79523468
22.7263832092,113.796890259
22.7301940918,113.798332214
22.7448005676,113.796775818
22.7292423248,113.801399231
22.731678009,113.801872253
22.7330780029,113.802070618
22.5360145569,114.113929749
22.5592536926,114.125007629
22.5594463348,114.125282288
22.5590705872,114.125442505
22.5589675903,114.125205994
22.5702781677,114.123001099
22.5706157684,114.122894287
22.5704250336,114.123603821
22.5705356598,114.124145508
22.5384616852,114.127159119
22.5337200165,114.131454468
22.5362071991,114.131187439
22.5352191925,114.131744385
22.5359268188,114.131607056
22.795917511,113.777008057
22.7927494049,113.775474548
22.7976531982,113.775642395
22.7967243195,113.775489807
22.7878952026,113.770896912
22.7938041687,113.775016785
22.7948646545,113.775192261
22.7967662811,113.779602051
22.7957859039,113.775337219
22.7958927155,113.775924683
22.7870826721,113.770973206
22.7957859039,113.775337219
22.5458564758,114.139610291
22.5502567291,114.142753601
22.5900058746,114.128692627
22.5803432465,114.123840332
22.5803279877,114.122795105
22.5797634125,114.124755859
22.5521011353,114.13344574
22.5436820984,113.959526062
22.5557804108,113.961265564
22.5570735931,113.961669922
22.5575180054,113.961753845
22.5572605133,113.9610672
22.5575828552,113.961608887
22.5587863922,113.961875916
22.5576324463,113.962043762
22.5554256439,113.954856873
22.55519104,113.954689026
22.5237617493,113.960845947
22.5409984589,113.959266663
22.524148941,113.958450317
22.5249729156,113.949440002
22.5244140625,113.949760437
22.5331039429,114.020004272
22.7405853271,113.949180603
22.7475357056,113.936630249
22.7165641785,113.851631165
22.7380504608,113.918617249
22.7351913452,113.912307739
22.6969108582,113.925285339
22.7349624634,113.916481018
22.7350177765,113.915168762
22.7291355133,113.921791077
22.7406253815,113.917930603
22.7363643646,113.91709137
22.7211456299,113.923942566
22.7258739471,113.909614563
22.7258014679,113.909408569
22.7364120483,113.9168396
22.7211494446,113.923362732
22.727891922,113.922058105
22.7209472656,113.923461914
22.72133255,113.923797607
22.7279682159,113.922576904
22.7408123016,113.918052673
22.7274971008,113.922866821
22.7246303558,113.909408569
22.7273311615,113.922332764
22.7114181519,113.92401123
22.7309188843,113.90877533
22.7335891724,113.913696289
22.7136764526,113.923377991
22.7614097595,113.948440552
22.7890338898,114.038917542
22.7700405121,113.903808594
22.8336601257,113.972671509
22.7460765839,113.933578491
22.7593097687,113.943283081
22.7673950195,113.904060364
22.7986984253,114.051651001
22.7880916595,114.00995636
22.7595291138,113.943435669
22.7728614807,113.916992188
22.76512146,113.923522949
22.7917938232,113.924804688
22.7665119171,113.94229126
22.7970733643,114.072669983
22.7636318207,113.910232544
22.7645931244,113.916358948
22.7943820953,113.931655884
22.7573986053,113.945602417
22.7405376434,113.948974609
22.765127182,113.919494629
22.7965259552,114.051330566
22.7646045685,113.91544342
22.7670097351,113.909484863
22.7840023041,113.906852722
22.7838726044,113.907012939
22.7953662872,114.066978455
22.7651939392,113.919273376
22.7966976166,114.061546326
22.7881011963,114.036964417
22.7578220367,113.954780579
22.759771347,113.938545227
22.7839050293,113.921569824
22.7905635834,114.007026672
22.7880458832,114.038269043
22.7639923096,113.939476013
22.7826499939,113.918876648
22.7492332458,113.933525085
22.7688121796,113.945365906
22.7945079803,113.931861877
22.7308635712,113.942733765
22.7642612457,113.962875366
22.7815589905,114.011520386
22.7483463287,113.946990967
22.7838191986,113.907714844
22.7826900482,114.020805359
22.7655982971,113.910865784
22.7989082336,114.078422546
22.7816486359,114.007766724
22.7845745087,113.915756226
22.7644538879,113.914497375
22.7714080811,114.052749634
22.7969474792,114.072303772
22.7844314575,113.915145874
